rank,company,revenues,revenue % change,profits,profits % change,assets,market val,change in rank 1000,employees,change in rank 500,year
333,Avis Budget Group2018,8848,0.022,361,1.215,17699,3791.8,-14,"26,300",-14,2018.00
334,Targa Resources2018,8814.9,0.317,54,-,14388.6,9628.5,68,"2,130",68,2018.00
335,Hertz Global Holdings2018,8803,-0.071,327,-,20058,1662,-39,"37,000",-39,2018.00
336,Calpine2018,8752,0.303,-339,-4.685,16453,-,64,"2,290",64,2018.00
337,Mutual of Omaha Insurance2018,8731.9,0.106,862.6,1.419,42429.3,-,5,"5,896",5,2018.00
338,Crown Holdings2018,8698,0.05,323,-0.349,10663,6815.8,-5,"24,342",-5,2018.00
339,Peter Kiewit Sons'2018,8678,0.012,371,-0.063,5710,-,-15,"22,000",-15,2018.00
340,Dick's Sporting Goods2018,8590.5,0.084,323.4,0.125,4203.9,3764.5,-,"30,300",-,2018.00
341,PulteGroup2018,8573.3,0.118,447.2,-0.258,9686.6,8439.2,12,"4,810",12,2018.00
342,Navistar International2018,8570,0.057,30,-,6135,3451.2,-5,"11,400",-5,2018.00
343,Thrivent Financial for Lutherans2018,8527.9,-0.028,558.4,-0.05,95001.3,-,-27,"3,622",-27,2018.00
344,DCP Midstream2018,8462,4.653,229,-0.266,13878,5033,-,"2,650",-,2018.00
345,Air Products & Chemicals2018,8442.4,-0.114,3000.4,3.754,18467.2,34817.9,-51,"15,150",-51,2018.00
346,Veritiv2018,8364.7,0.005,-13.3,-1.633,2708.4,616.8,-15,"8,900",-15,2018.00
347,AGCO2018,8306.5,0.121,186.4,0.164,7971.7,5157.1,23,"20,462",23,2018.00
348,Genworth Financial2018,8295,-0.009,817,-,105297,1412.7,-19,"3,500",-19,2018.00
349,Univar2018,8253.7,0.022,119.8,-,5732.7,3920,-11,"8,600",-11,2018.00
350,News Corp.2018,8139,-0.022,-738,-5.123,14552,9272.2,-18,"26,000",-18,2018.00
351,SpartanNash2018,8128.1,0.051,-52.8,-1.93,2055.8,620.4,-1,"11,950",-1,2018.00
352,Westlake Chemical2018,8041,0.584,1304,2.269,12076,14385,155,"8,799",-,2018.00
353,Williams2018,8031,0.071,2174,-,46352,20567.4,14,"5,425",14,2018.00
354,Lam Research2018,8013.6,0.361,1697.8,0.857,12122.8,33105.4,86,"9,400",86,2018.00
355,Alaska Air Group2018,7933,0.338,1034,0.27,10740,7645.5,83,"23,156",83,2018.00
356,Jones Lang LaSalle2018,7932.4,0.166,254.2,-0.201,8014.5,7930.2,35,"81,900",35,2018.00
357,Anixter International2018,7927.4,0.04,109,-0.095,4252.2,2522,2,"8,900",2,2018.00
358,Campbell Soup2018,7890,-0.009,887,0.575,7726,13020.5,-19,"18,000",-19,2018.00
359,Interpublic Group2018,7882.4,0.005,579,-0.048,12695.2,8854.3,-14,"50,200",-14,2018.00
360,Dover2018,7830.4,0.152,811.7,0.595,10657.7,15182.5,32,"29,000",32,2018.00
361,Zimmer Biomet Holdings2018,7824.1,0.018,1813.8,4.929,25964.5,22151.1,-9,"18,200",-9,2018.00
362,Dean Foods2018,7795,0.011,61.6,-0.486,2503.8,787.1,-11,"16,000",-11,2018.00
363,Foot Locker2018,7782,0.002,284,-0.572,3961,5379,-15,"32,175",-15,2018.00
364,Eversource Energy2018,7752,0.015,988,0.048,36220.4,18670.9,-6,"8,084",-6,2018.00
365,Alliance Data Systems2018,7719.4,0.081,788.7,0.529,30684.8,11805.5,13,"20,000",13,2018.00
366,Fifth Third Bancorp2018,7713,0.12,2194,0.403,142193,21811.7,23,"18,125",23,2018.00
367,Quest Diagnostics2018,7709,0.026,772,0.197,10503,13619.1,-1,"45,000",-1,2018.00
368,EMCOR Group2018,7687.9,0.018,227.2,0.249,3965.9,4549,-8,"32,000",-8,2018.00
369,W.R. Berkley2018,7684.8,0.004,549.1,-0.088,24299.9,8836.1,-15,"7,722",-15,2018.00
370,WESCO International2018,7679,0.047,163.5,0.609,4735.5,2919.9,3,"9,100",3,2018.00
371,Coty2018,7650.3,0.759,-422.2,-3.691,22548.2,13722.5,187,"22,000",-,2018.00
372,WEC Energy Group2018,7648.5,0.024,1203.7,0.282,31590.5,19784.3,-4,"8,129",-4,2018.00
373,Masco2018,7644,0.039,533,0.086,5488,12590,-1,"26,000",-1,2018.00
374,DXC Technology2018,7607,0.071,-123,-1.49,8663,28720.2,-,"60,000",-,2018.00
375,Auto-Owners Insurance2018,7603.7,0.122,645.7,-0.086,23694.1,-,23,"5,227",23,2018.00
376,Jones Financial (Edward Jones)2018,7597,0.146,872,0.169,17176,-,27,"45,000",27,2018.00
377,Liberty Media2018,7594,0.439,1354,0.991,41996,13815.8,114,"4,393",114,2018.00
378,Erie Insurance Group2018,7535.1,0.074,857.5,0.156,20669.2,-,4,"5,260",4,2018.00
379,Hershey2018,7515.4,0.01,783,0.087,5553.7,20773.8,-10,"16,135",-10,2018.00
380,PPL2018,7447,-0.009,1128,-0.407,41479,19634.7,-15,"12,512",-15,2018.00
381,Huntington Ingalls Industries2018,7441,0.053,479,-0.164,6374,11539.2,-1,"38,000",-1,2018.00
382,Mosaic2018,7409.4,0.034,-107.2,-1.36,18633.4,9357.9,-5,"8,500",-5,2018.00
383,J.M. Smucker2018,7392.3,-0.054,592.3,-0.14,15639.7,14087.4,-37,"7,140",-37,2018.00
384,Delek US Holdings2018,7349.5,0.357,288.8,-,5935.2,3415.5,96,"3,941",96,2018.00
385,Newmont Mining2018,7348,-0.123,-98,-,20563,20852.6,-57,"12,569",-57,2018.00
386,Constellation Brands2018,7331.5,0.12,1535.1,0.455,18602.4,44378.6,22,"8,700",22,2018.00
387,Ryder System2018,7329.6,0.08,790.6,2.012,11452.2,3867.2,7,"36,100",7,2018.00
388,National Oilwell Varco2018,7304,0.007,-237,-,20206,13993.1,-13,"31,605",-13,2018.00
389,Adobe Systems2018,7301.5,0.247,1694,0.449,14535.6,106413,54,"17,973",54,2018.00
390,LifePoint Health2018,7263.1,-0.001,102.4,-0.16,6286.4,1832,-16,"42,000",-16,2018.00
391,Tractor Supply2018,7256.4,0.07,422.6,-0.033,2868.8,7806.7,5,"21,000",5,2018.00
392,Thor Industries2018,7247,0.582,374.3,0.459,2557.9,6068.9,148,"17,800",-,2018.00
393,Dana2018,7209,0.237,111,-0.827,5644,3741.2,54,"30,100",54,2018.00
394,Weyerhaeuser2018,7196,-0.089,582,-0.433,18059,26463.4,-53,"9,300",-53,2018.00
395,J.B. Hunt Transport Services2018,7189.6,0.097,686.3,0.588,4465.3,12857.7,12,"24,681",12,2018.00
396,Darden Restaurants2018,7170.2,0.034,479.1,0.278,5504.2,10531.3,-11,"178,729",-11,2018.00
397,Yum China Holdings2018,7144,0.058,403,-0.197,4263,16008.5,2,"450,000",2,2018.00
398,Blackstone Group2018,7119.1,0.389,1470.8,0.415,34428.9,21057.9,105,"2,360",-,2018.00
399,Berry Global Group2018,7095,0.093,340,0.441,8476,7191.1,14,"23,000",14,2018.00
400,Builders FirstSource2018,7034.2,0.105,38.8,-0.731,3006.1,2264.1,21,"15,000",21,2018.00
401,Activision Blizzard2018,7017,0.062,273,-0.717,18668,51177.3,5,"9,800",5,2018.00
402,JetBlue Airways2018,7015,0.058,1147,0.511,9781,6540.2,1,"17,424",1,2018.00
403,Amphenol2018,7011.3,0.115,650.5,-0.21,10003.9,26311.3,21,"70,000",21,2018.00
404,A-Mark Precious Metals2018,6989.6,0.03,7.1,-0.236,478.5,86.1,-9,126,-9,2018.00
405,Spirit AeroSystems Holdings2018,6983,0.028,354.9,-0.244,5267.8,9594.6,-12,"15,500",-12,2018.00
406,R.R. Donnelley & Sons2018,6939.6,0.006,-34.4,-,3904.5,611.8,-18,"42,700",-18,2018.00
407,Harris2018,6939,-0.078,553,0.707,10090,19148.7,-44,"17,000",-44,2018.00
408,Expeditors Intl. of Washington2018,6920.9,0.135,489.3,0.136,3117,11086.9,21,"16,500",21,2018.00
409,Discovery2018,6873,0.058,-337,-1.282,22555,11155.6,3,"7,000",3,2018.00
410,Owens-Illinois2018,6869,0.025,180,-0.139,9756,3537.6,-9,"26,500",-9,2018.00
411,Sanmina2018,6868.6,0.06,138.8,-0.261,3847.4,1863.1,3,"41,250",3,2018.00
412,KeyCorp2018,6868,0.267,1296,0.638,137698,20570.3,67,"18,415",67,2018.00
413,American Financial Group2018,6865,0.056,475,-0.268,60658,9923.2,-2,"7,600",-2,2018.00
414,Oshkosh2018,6829.6,0.088,285.6,0.32,5098.9,5767.9,11,"14,000",11,2018.00
415,Rockwell Collins2018,6822,0.297,705,-0.032,17997,22107.7,77,"29,000",77,2018.00
416,Kindred Healthcare2018,6767.6,-0.064,-698.4,-,5232.7,836.4,-40,"64,200",-40,2018.00
417,Insight Enterprises2018,6703.6,0.222,90.7,0.071,2685.7,1251.8,56,"6,697",56,2018.00
418,Dr Pepper Snapple Group2018,6690,0.039,1076,0.27,10022,21278.1,-2,"21,000",-2,2018.00
419,American Tower2018,6663.9,0.152,1238.9,0.295,33214.3,64073.4,30,"4,752",30,2018.00
420,Fortive2018,6656,-,1044.5,-,10500.6,26979.4,-,"26,000",-,2018.00
421,Ralph Lauren2018,6652.8,-0.102,-99.3,-1.251,5652,9088.2,-50,"18,250",-50,2018.00
422,Spectrum Brands Holdings2018,6650,0.039,106,-,35849.7,3328.4,-4,"17,113",-4,2018.00
423,Ascena Retail Group2018,6649.8,-0.049,-1067.3,-,3871.5,394.4,-39,"40,000",-39,2018.00
424,United Rentals2018,6641,0.153,1346,1.378,15030,14537.2,28,"14,800",28,2018.00
425,Casey's General Stores2018,6640.6,0.053,177.5,-0.215,3020.1,4120.3,-2,"25,463",-2,2018.00
426,Graybar Electric2018,6631.2,0.039,71.6,-0.231,2261.4,-,-6,"8,500",-6,2018.00
427,Avery Dennison2018,6613.8,0.087,281.8,-0.121,5136.9,9360.8,3,"30,000",3,2018.00
428,MasTec2018,6607,0.287,347.2,1.645,4066.6,3873.8,74,"17,300",-,2018.00
429,CMS Energy2018,6583,0.029,460,-0.165,23050,12793.1,-10,"7,887",-10,2018.00
430,HD Supply Holdings2018,6534,-0.132,970,3.949,4318,7040.4,-66,"11,000",-66,2018.00
431,Raymond James Financial2018,6524.9,0.182,636.2,0.202,34883.5,13019.4,38,"12,700",38,2018.00
432,NCR2018,6516,-0.004,232,-0.141,7654,3737.4,-23,"34,000",-23,2018.00
433,Hanesbrands2018,6478.3,0.069,61.9,-0.885,6894.8,6637.7,-1,"67,200",-1,2018.00
434,Asbury Automotive Group2018,6456.5,-0.011,139.1,-0.168,2356.7,1411.6,-24,"8,000",-24,2018.00
435,Citizens Financial Group2018,6454,0.12,1652,0.581,152336,20474.4,16,"17,594",16,2018.00
436,Packaging Corp. of America2018,6444.9,0.115,668.6,0.487,6197.5,10633.2,14,"14,600",14,2018.00
437,Alleghany2018,6424.7,0.048,90.1,-0.803,25384.3,9460.3,-9,"4,402",-9,2018.00
438,Apache2018,6423,0.2,1304,-,21922,14678.1,50,"3,356",50,2018.00
439,Dillard's2018,6422.7,0.001,221.3,0.308,3673.2,2288.5,-22,"31,400",-22,2018.00
440,Assurant2018,6415,-0.148,519.6,-0.081,31843,4802.9,-79,"14,175",-79,2018.00
441,Franklin Resources2018,6392.2,-0.034,1696.7,-0.017,17534,19133.1,-36,"9,386",-36,2018.00
442,Owens Corning2018,6384,0.125,289,-0.265,8632,8981.8,16,"17,000",16,2018.00
443,Motorola Solutions2018,6380,0.057,-155,-1.277,8208,17026.5,-10,"15,000",-10,2018.00
444,NVR2018,6322.3,0.084,537.5,0.264,2989.3,10261.9,2,"5,200",2,2018.00
445,Rockwell Automation2018,6311.3,0.073,825.7,0.132,7161.7,22260.1,-3,"22,000",-3,2018.00
446,TreeHouse Foods2018,6307.1,0.021,-286.2,-,5779.3,2158.7,-19,"13,489",-19,2018.00
447,Wynn Resorts2018,6306.4,0.412,747.2,2.088,12681.7,19778.2,101,"25,200",-,2018.00
448,Olin2018,6268.4,0.129,549.5,-,9218.3,5081,19,"6,400",19,2018.00
449,American Axle & Manufacturing2018,6266,0.587,337.1,0.4,7882.8,1699.4,144,"25,000",-,2018.00
450,Old Republic International2018,6263.1,0.061,560.5,0.2,19403.5,5777.5,-11,"8,700",-11,2018.00
451,Chemours2018,6183,0.145,746,105.571,7293,8840.2,31,"7,000",31,2018.00
452,iHeartMedia2018,6178.2,-0.015,-704.4,-,12257.3,39.4,-26,"18,700",-26,2018.00
453,Ameren2018,6177,0.017,523,-0.199,25945,13740.4,-22,"8,615",-22,2018.00
454,Arthur J. Gallagher2018,6159.6,0.101,463.1,0.118,12897.4,12512,8,"26,783",8,2018.00
455,Celanese2018,6140,0.139,843,-0.063,9538,13610.8,29,"7,592",29,2018.00
456,Sealed Air2018,6130.6,-0.096,814.9,0.675,5280.3,7162,-59,"15,000",-59,2018.00
457,UGI2018,6120.7,0.077,436.6,0.197,11582.2,7685.3,-,"13,000",-,2018.00
458,Realogy Holdings2018,6114,0.052,431,1.023,7337,3568.4,-10,"11,800",-10,2018.00
459,Burlington Stores2018,6110,0.093,384.9,0.783,2812.8,9018.1,4,"40,000",4,2018.00
460,Regions Financial2018,6093,0.021,1263,0.086,124294,20860.6,-24,"21,714",-24,2018.00
461,AK Steel Holding2018,6080.5,0.034,6.2,-,4296.1,1428.2,-20,"9,200",-20,2018.00
462,Securian Financial Group2018,6066.5,0.27,418.9,0.687,51232.4,-,70,"5,000",-,2018.00
463,S&P Global2018,6063,0.071,1496,-0.29,9425,47642.5,-4,"20,400",-4,2018.00
464,Markel2018,6061.7,0.08,395.3,-0.133,32805,16264.1,-4,"15,600",-4,2018.00
465,TravelCenters of America2018,6051.6,0.098,9.3,-,1617.9,143.9,5,"19,611",5,2018.00
466,Conduent2018,6022,-,181,-,7548,3923.1,-,"90,000",-,2018.00
467,M&T Bank Corp.2018,6018.9,0.052,1408.3,0.071,118593.5,27379.2,-12,"16,354",-12,2018.00
468,Clorox2018,5973,0.037,701,0.082,4573,17225,-15,"8,100",-15,2018.00
469,AmTrust Financial Services2018,5958.9,0.093,-348.9,-1.849,25218.6,2415.9,6,"9,300",6,2018.00
470,KKR2018,5930,0.714,1018.3,2.292,45834.7,9882,186,"1,184",-,2018.00
471,Ulta Beauty2018,5884.5,0.212,555.2,0.355,2908.7,12458.9,53,"24,200",-,2018.00
472,Yum Brands2018,5878,-0.077,1340,-0.172,5311,28306.8,-50,"60,000",-50,2018.00
473,Regeneron Pharmaceuticals2018,5872.2,0.208,1198.5,0.338,8764.3,37086.5,50,"6,200",-,2018.00
474,Windstream Holdings2018,5852.9,0.086,-2116.6,-,11084.3,288.5,11,"12,979",11,2018.00
475,Magellan Health2018,5838.6,0.207,110.2,0.415,2957.2,2605.1,51,"10,700",-,2018.00
476,Western & Southern Financial2018,5836.3,0.081,310.4,0.287,46395.1,-,7,"2,226",7,2018.00
477,Intercontinental Exchange2018,5834,-0.021,2514,0.768,78264,42132.4,-40,"4,952",-40,2018.00
478,Ingredion2018,5832,0.023,519,0.07,6080,9312.6,-22,"11,000",-22,2018.00
479,Wyndham Destinations2018,5821,0.04,871,0.426,10403,11411.4,-18,"39,200",-18,2018.00
480,Toll Brothers2018,5815.1,0.125,535.5,0.401,9445.2,6566.3,17,"4,500",17,2018.00
481,Seaboard2018,5809,0.08,247,-0.208,5161,4992.4,5,"11,800",5,2018.00
482,Booz Allen Hamilton2018,5804.3,0.074,252.5,-0.141,3373.1,5616.8,-1,"23,300",-1,2018.00
483,First American Financial2018,5772.4,0.035,423,0.233,9573.2,6511.1,-19,"18,705",-19,2018.00
484,Cincinnati Financial2018,5732.4,0.052,1045,0.769,21843.1,12185.3,-8,"4,925",-8,2018.00
485,Avon Products2018,5715.6,-0.023,22,-,3697.9,1250.7,-41,"25,000",-41,2018.00
486,Northern Trust2018,5715.5,0.111,1199,0.161,138590.5,23264.3,15,"18,100",-,2018.00
487,Fiserv2018,5696,0.035,1246,0.34,10289,29466.4,-16,"24,000",-16,2018.00
488,Harley-Davidson2018,5647.2,-0.058,521.8,-0.246,9972.7,7198,-53,"5,800",-53,2018.00
489,Cheniere Energy2018,5601,3.365,-393,-,27906,12702.8,-,"1,230",-,2018.00
490,Patterson2018,5593.1,0.007,170.9,-0.087,3507.9,2103.7,-24,"7,500",-24,2018.00
491,Peabody Energy2018,5578.8,0.183,-,-,8181.2,4648.8,42,"7,100",-,2018.00
492,ON Semiconductor2018,5543.1,0.419,810.7,3.452,7195.1,10406.3,106,"34,000",-,2018.00
493,Simon Property Group2018,5538.6,0.019,1948,0.059,32257.6,47861,-16,"4,150",-16,2018.00
494,Western Union2018,5524.3,0.019,-557.1,-3.2,9231.4,8857.4,-16,"11,500",-16,2018.00
495,NetApp2018,5519,-0.005,509,1.223,9493,16528.2,-27,"10,100",-27,2018.00
496,Polaris Industries2018,5504.8,0.198,172.5,-0.19,3089.6,7223.7,41,"11,000",-,2018.00
497,Pioneer Natural Resources2018,5455,0.427,833,-,17003,29254.3,109,"3,836",-,2018.00
498,ABM Industries2018,5453.6,0.06,3.8,-0.934,3812.6,2199.6,2,"140,000",2,2018.00
499,Vistra Energy2018,5430,0.052,-254,-,14600,8924.6,-,"4,150",-,2018.00
500,Cintas2018,5428.9,0.107,480.7,-0.307,6844.1,18164.9,20,"42,000",-,2018.00
1,Walmart2017,485873,0.008,13643,-0.072,198825,218619,-,"2,300,000",-,2017.00
2,Berkshire Hathaway2017,223604,0.061,24074,0,620854,411035,2,"367,700",2,2017.00
3,Apple2017,215639,-0.077,45687,-0.144,321686,753718,-,"116,000",-,2017.00
4,Exxon Mobil2017,205004,-0.167,7840,-0.515,330314,340056,-2,"72,700",-2,2017.00
5,McKesson2017,192487,0.062,2258,0.53,56563,31439,-,"68,000",-,2017.00
6,UnitedHealth Group2017,184840,0.177,7017,0.207,122810,157793,-,"230,000",-,2017.00
7,CVS Health2017,177526,0.158,5317,0.015,94462,81310,-,"204,000",-,2017.00
8,General Motors2017,166380,0.092,9427,-0.027,221690,52968,-,"225,000",-,2017.00
9,AT&T2017,163786,0.116,12976,-0.028,403821,255679,1,"268,540",1,2017.00
10,Ford Motor2017,151800,0.015,4596,-0.377,237951,46349,-1,"201,000",-1,2017.00
11,AmerisourceBergen2017,146850,0.08,1427.9,-,33656,19229,1,"18,500",1,2017.00
12,Amazon.com2017,135987,0.271,2371,2.978,83402,423031,6,"341,400",6,2017.00
13,General Electric2017,126661,-0.098,8831,-,365183,259520,-2,"295,000",-2,2017.00
14,Verizon Communications2017,125980,-0.043,13127,-0.266,244180,198900,-1,"160,900",-1,2017.00
15,Cardinal Health2017,121546,0.185,1427,0.174,34122,25725,6,"37,300",6,2017.00
16,Costco2017,118719,0.022,2350,-0.011,33163,73606,-1,"172,000",-1,2017.00
17,Walgreens Boots Alliance2017,117351,0.134,4173,-0.011,72688,89645,2,"300,000",2,2017.00
18,Kroger2017,115337,0.05,1975,-0.031,36505,26961,-1,"443,000",-1,2017.00
19,Chevron2017,107567,-0.18,-497,-1.108,260078,203263,-5,"55,200",-5,2017.00
20,Fannie Mae2017,107162,-0.029,12313,0.124,3287968,3011,-4,"7,000",-4,2017.00
21,J.P. Morgan Chase2017,105486,0.044,24733,0.012,2490972,313761,2,"243,355",2,2017.00
22,Express Scripts Holding2017,100288,-0.014,3404.4,0.375,51745,39567,-,"25,600",-,2017.00
23,Home Depot2017,94595,0.069,7957,0.135,42966,176368,5,"406,000",5,2017.00
24,Boeing2017,94571,-0.016,4895,-0.054,89997,107546,-,"150,540",-,2017.00
25,Wells Fargo2017,94176,0.046,21938,-0.042,1930115,278516,2,"269,100",2,2017.00
26,Bank of America Corp.2017,93662,0.007,17906,0.127,2187702,236182,-,"208,024",-,2017.00
27,Alphabet2017,90272,0.204,19478,0.191,167497,579426,9,"72,053",9,2017.00
28,Microsoft2017,85320,-0.088,16798,0.378,193694,508935,-3,"114,000",-3,2017.00
29,Anthem2017,84863,0.072,2469.8,-0.035,65083,43813,4,"53,000",4,2017.00
30,Citigroup2017,82386,-0.067,14912,-0.135,1792077,165394,-1,"219,000",-1,2017.00
31,Comcast2017,80403,0.079,8695,0.065,180500,178258,6,"159,000",6,2017.00
32,IBM2017,79919,-0.031,11872,-0.1,117470,164251,-1,"414,400",-1,2017.00
33,State Farm Insurance Cos.2017,76132,0.006,350.3,-0.944,256030,-,2,"68,234",2,2017.00
34,Phillips 662017,72396,-0.169,1555,-0.632,51653,40954,-4,"14,800",-4,2017.00
35,Johnson & Johnson2017,71890,0.026,16540,0.073,141208,337642,4,"126,400",4,2017.00
36,Procter & Gamble2017,71726,-0.089,10508,0.493,127136,229700,-2,"105,000",-2,2017.00
37,Valero Energy2017,70166,-0.142,2289,-0.426,46173,29746,-5,"9,996",-5,2017.00
38,Target2017,69495,-0.058,2737,-0.186,37431,30502,-,"323,000",-,2017.00
39,Freddie Mac2017,65665,0.034,7815,0.226,2023376,1612,4,"5,982",4,2017.00
40,Lowe's2017,65017,0.101,3093,0.215,34408,70481,7,"240,000",7,2017.00
41,Dell Technologies2017,64806,0.181,-1672,-,118206,-,-,"138,000",-,2017.00
42,MetLife2017,63476,-0.093,800,-0.849,898764,57429,-2,"58,000",-2,2017.00
43,Aetna2017,63155,0.047,2271,-0.05,69146,44859,3,"49,500",3,2017.00
44,PepsiCo2017,62799,-0.004,6329,0.161,74129,159763,-,"264,000",-,2017.00
45,Archer Daniels Midland2017,62346,-0.079,1279,-0.308,39769,26274,-4,"31,800",-4,2017.00
46,UPS2017,60906,0.044,3431,-0.292,40377,93276,2,"335,520",2,2017.00
47,Intel2017,59387,0.073,10316,-0.097,113327,170539,4,"106,000",4,2017.00
48,Prudential Financial2017,58779,0.029,4368,-0.226,783962,45912,2,"49,739",2,2017.00
49,Albertsons Cos.2017,58734,1.159,-502.2,-,23770,-,-,"274,000",-,2017.00
50,United Technologies2017,57244,-0.062,5055,-0.336,89706,89957,-5,"201,600",-5,2017.00
51,Marathon Petroleum2017,55858,-0.135,1174,-0.588,44413,26679,-9,"44,460",-9,2017.00
52,Disney2017,55632,0.06,9391,0.12,92033,179298,1,"195,000",1,2017.00
53,Humana2017,54379,0.002,614,-0.519,25396,29743,-1,"51,600",-1,2017.00
54,Pfizer2017,52824,0.081,7215,0.037,171615,203725,1,"96,500",1,2017.00
55,AIG2017,52367,-0.102,-849,-1.387,498264,61154,-6,"56,400",-6,2017.00
56,Lockheed Martin2017,50658,0.098,5302,0.471,47806,77557,4,"97,000",4,2017.00
57,Sysco2017,50367,0.035,949.6,0.383,16722,28048,-,"51,900",-,2017.00
58,FedEx2017,50365,0.061,1820,0.733,46064,52178,-,"335,767",-,2017.00
59,Hewlett Packard Enterprise2017,50123,-,3161,-,79679,39288,-,"195,000",-,2017.00
60,Cisco Systems2017,49247,0.002,10739,0.196,121652,169266,-6,"73,700",-6,2017.00
61,HP2017,48238,-0.533,2496,-0.452,29010,30231,-41,"49,000",-41,2017.00
62,Dow Chemical2017,48158,-0.013,4318,-0.438,79511,77460,-6,"56,000",-6,2017.00
63,HCA Holdings2017,44747,0.027,2890,0.357,33758,32966,-,"210,500",-,2017.00
64,Coca-Cola2017,41863,-0.055,6527,-0.112,87270,182153,-2,"100,300",-2,2017.00
65,New York Life Insurance2017,40787,-0.111,1088.1,3.241,287196,-,-4,"11,320",-4,2017.00
66,Centene2017,40721,0.786,562,0.583,20197,12271,58,"30,500",58,2017.00
67,American Airlines Group2017,40180,-0.02,2676,-0.648,51274,21326,-,"122,300",-,2017.00
68,Nationwide2017,40074,-0.004,334.3,-0.424,197790,-,1,"34,320",1,2017.00
69,Merck2017,39807,0.008,3920,-0.118,95377,174454,3,"68,000",3,2017.00
70,Cigna2017,39668,0.047,1867,-0.108,59360,37604,9,"41,000",9,2017.00
71,Delta Air Lines2017,39639,-0.026,4373,-0.034,51261,33586,-3,"83,756",-3,2017.00
72,Best Buy2017,39403,-0.009,1228,0.369,13856,15193,-1,"125,000",-1,2017.00
73,Honeywell International2017,39302,0.019,4809,0.009,54146,94991,2,"131,000",2,2017.00
74,Caterpillar2017,38537,-0.18,-67,-1.032,74704,54402,-15,"95,400",-15,2017.00
75,Liberty Mutual Insurance Group2017,38308,-0.029,1006,0.957,125592,-,-2,"50,000",-2,2017.00
76,Morgan Stanley2017,37949,0.001,5979,-0.024,814949,79947,2,"55,311",2,2017.00
77,Massachusetts Mutual Life Insurance2017,37788,-0.012,1273.5,-0.106,271040,-,-1,"11,737",-1,2017.00
78,Goldman Sachs Group2017,37712,-0.038,7398,0.216,860165,91380,-4,"34,400",-4,2017.00
79,Energy Transfer Equity2017,37504,-0.11,995,-0.163,79011,21292,-14,"30,992",-14,2017.00
80,TIAA2017,37105,0.055,1492.3,0.229,523194,-,2,"12,997",2,2017.00
81,Oracle2017,37047,-0.031,8901,-0.104,112180,183556,-4,"136,000",-4,2017.00
82,Tyson Foods2017,36881,-0.109,1768,0.449,22373,22028,-16,"114,000",-16,2017.00
83,United Continental Holdings2017,36556,-0.035,2263,-0.692,40140,22225,-3,"88,000",-3,2017.00
84,Allstate2017,36534,0.025,1877,-0.135,108610,29754,-3,"43,275",-3,2017.00
85,Publix Super Markets2017,34274,0.051,2025.7,0.031,17464,-,2,"191,000",2,2017.00
86,American Express2017,33823,-0.018,5408,0.047,158893,71193,-1,"56,400",-1,2017.00
87,TJX2017,33184,0.072,2298.2,0.009,12884,51053,2,"235,000",2,2017.00
88,Nike2017,32376,0.058,3760,0.149,21396,92204,3,"70,700",3,2017.00
89,Exelon2017,31360,0.065,1134,-0.5,114904,33309,6,"34,396",6,2017.00
90,General Dynamics2017,31353,-0.004,2955,-0.003,32872,56791,-2,"98,800",-2,2017.00
91,Rite Aid2017,30737,0.159,165.5,-0.922,11277,4473,16,"70,580",16,2017.00
92,Gilead Sciences2017,30390,-0.069,13501,-0.254,56977,88788,-6,"9,000",-6,2017.00
93,CHS2017,30347,-0.122,424.2,-0.457,17318,-,-9,"12,157",-9,2017.00
94,3M2017,30109,-0.005,5050,0.045,32906,114338,-1,"91,584",-1,2017.00
95,Time Warner2017,29318,0.043,3926,0.024,65966,75660,4,"25,000",4,2017.00
96,Charter Communications2017,29003,1.973,3522,-,149067,100595,196,"91,500",196,2017.00
97,Northwestern Mutual2017,28799,0.024,818,0.004,250441,-,3,"5,646",3,2017.00
98,Facebook2017,27638,0.542,10217,1.77,64961,410522,59,"17,048",59,2017.00
99,Travelers Cos.2017,27625,0.031,3014,-0.124,100245,33689,6,"30,900",6,2017.00
100,Capital One Financial2017,27519,0.096,3751,-0.074,357033,41831,12,"47,300",12,2017.00
101,Twenty-First Century Fox2017,27326,-0.057,2755,-0.668,48365,59949,-5,"21,500",-5,2017.00
102,USAA2017,27131,0.114,1779.1,-0.217,147290,-,12,"29,943",12,2017.00
103,World Fuel Services2017,27016,-0.111,126.5,-0.275,5413,2535,-11,"5,000",-11,2017.00
104,Philip Morris International2017,26685,-0.004,6967,0.014,36851,175349,2,"79,500",2,2017.00
105,Deere2017,26644,-0.077,1523.9,-0.214,57981,34648,-8,"56,767",-8,2017.00
106,Kraft Heinz2017,26487,0.444,3632,4.729,120480,110528,47,"41,000",47,2017.00
107,Tech Data2017,26235,-0.005,195.1,-0.266,7932,3569,1,"9,500",1,2017.00
108,Avnet2017,26219,-0.061,506.5,-0.114,11240,5898,-6,"17,700",-6,2017.00
109,Mondelez International2017,25923,-0.125,1659,-0.772,61538,65676,-15,"90,000",-15,2017.00
110,Macy's2017,25778,-0.048,619,-0.423,19851,9046,-7,"148,300",-7,2017.00
111,AbbVie2017,25638,0.122,5953,0.157,66099,103838,12,"30,000",12,2017.00
112,McDonald's2017,24622,-0.031,4686.5,0.035,31024,106150,-3,"375,000",-3,2017.00
